employee_id,employee_name,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
EMP09145,Alice Singh,32,Self-emp,13117,Assoc,5,Never-married,Tech-support,Own-child,Other,Male,5176,3221,28,United-States,<=50K
EMP09146,Sara Lee,40,Government,53183,Bachelors,6,Married,Sales,Wife,Amer-Indian-Eskimo,Male,8486,379,28,United-States,>50K
EMP09147,Bob Garcia,35,Government,96349,Bachelors,3,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,7401,2061,30,Philippines,>50K
EMP09148,Alice Nguyen,36,Self-emp,19657,Doctorate,10,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,7799,3266,47,Mexico,>50K
EMP09149,Raj Garcia,47,Unemployed,47709,Doctorate,2,Divorced,Sales,Own-child,Other,Female,8481,3873,56,United-States,<=50K
EMP09150,Priya Fernandez,35,Private,40459,Doctorate,15,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,8563,951,37,Germany,<=50K
EMP09151,Alice Smith,58,Self-emp,88060,HS-grad,6,Never-married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,1994,4699,31,Mexico,>50K
EMP09152,Priya Lee,26,Unemployed,29755,HS-grad,4,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,8832,4821,53,India,>50K
EMP09153,Bob Smith,38,Government,45518,Bachelors,12,Divorced,Exec-managerial,Not-in-family,Black,Male,5657,3993,48,India,<=50K
EMP09154,Bob Garcia,47,Unemployed,75940,Masters,7,Separated,Prof-specialty,Not-in-family,White,Male,6528,4164,34,Germany,>50K
EMP09155,Tom Fernandez,52,Private,28698,Bachelors,4,Separated,Tech-support,Wife,Black,Male,3373,4245,22,India,<=50K
EMP09156,Eve Kumar,43,Self-emp,57582,Doctorate,2,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,1023,2964,50,Mexico,<=50K
EMP09157,John Brown,22,Unemployed,52041,Bachelors,11,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,7939,3541,29,India,<=50K
EMP09158,John Fernandez,30,Self-emp,17179,HS-grad,16,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,1232,420,59,Philippines,>50K
EMP09159,Priya Garcia,44,Private,41642,Assoc,12,Divorced,Prof-specialty,Wife,Other,Male,8396,2543,43,United-States,>50K
EMP09160,Sara Garcia,60,Unemployed,15575,Assoc,9,Never-married,Craft-repair,Husband,Black,Male,1937,1237,37,Philippines,>50K
EMP09161,Eve Kumar,57,Private,11398,Bachelors,1,Separated,Sales,Wife,Black,Male,9976,4054,37,India,>50K
EMP09162,Tom Smith,23,Self-emp,61590,Bachelors,10,Separated,Craft-repair,Not-in-family,White,Male,2486,1711,43,Philippines,>50K
EMP09163,Ali Garcia,51,Self-emp,95530,Assoc,13,Married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,8440,4736,60,India,>50K
EMP09164,Meena Garcia,53,Self-emp,86790,Doctorate,9,Married,Prof-specialty,Own-child,Black,Male,360,1702,33,India,<=50K
EMP09165,Eve Brown,21,Self-emp,74056,Masters,8,Separated,Craft-repair,Husband,White,Female,9068,2145,56,Mexico,<=50K
EMP09166,Tom Lee,46,Private,65738,Masters,5,Separated,Tech-support,Unmarried,White,Female,775,47,55,United-States,<=50K
EMP09167,Meena Patel,60,Government,56185,Bachelors,8,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,5055,4581,30,Germany,>50K
EMP09168,Meena Smith,38,Unemployed,14912,Doctorate,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,7595,4178,53,United-States,>50K
EMP09169,Priya Garcia,36,Unemployed,24323,HS-grad,15,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,2851,1486,34,United-States,<=50K
EMP09170,Alice Garcia,31,Self-emp,64256,Assoc,14,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,6568,743,42,India,>50K
EMP09171,John Garcia,44,Unemployed,67849,Bachelors,4,Married,Sales,Husband,Black,Female,7877,2808,28,United-States,>50K
EMP09172,Bob Brown,57,Private,61155,Masters,14,Separated,Craft-repair,Wife,Other,Male,4962,4882,58,India,>50K
EMP09173,Sara Garcia,57,Government,85962,Assoc,12,Never-married,Prof-specialty,Husband,Black,Male,5183,1661,46,United-States,>50K
EMP09174,Ali Brown,24,Unemployed,12632,HS-grad,6,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,7163,2116,50,Philippines,<=50K
EMP09175,Meena Nguyen,42,Self-emp,97868,Doctorate,8,Married,Tech-support,Husband,Black,Female,9387,2648,32,India,>50K
EMP09176,John Lee,50,Self-emp,28681,Assoc,3,Never-married,Sales,Wife,Asian-Pac-Islander,Male,6774,469,54,Philippines,<=50K
EMP09177,Alice Kumar,60,Unemployed,27575,Doctorate,15,Separated,Sales,Not-in-family,Black,Female,7946,1427,37,Germany,<=50K
EMP09178,Meena Fernandez,53,Unemployed,83971,Masters,3,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,4227,1939,27,Germany,<=50K
EMP09179,Sara Brown,40,Private,19347,Assoc,7,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,657,386,52,United-States,<=50K
EMP09180,Eve Lee,44,Private,19566,Assoc,12,Separated,Prof-specialty,Husband,Asian-Pac-Islander,Male,4891,1141,48,Philippines,>50K
EMP09181,Bob Fernandez,55,Self-emp,30123,Masters,1,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Female,1142,4158,24,Germany,<=50K
EMP09182,Raj Nguyen,58,Unemployed,63642,Bachelors,15,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,1808,382,55,Germany,<=50K
EMP09183,Priya Lee,37,Unemployed,96212,Doctorate,14,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,8507,45,31,Philippines,>50K
EMP09184,Priya Singh,45,Self-emp,90385,Doctorate,1,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,456,191,29,India,<=50K
EMP09185,Alice Lee,57,Self-emp,45654,HS-grad,16,Separated,Exec-managerial,Not-in-family,Black,Female,7679,4209,29,Philippines,<=50K
EMP09186,Ali Lee,37,Government,53757,Masters,11,Married,Exec-managerial,Unmarried,White,Male,526,2441,59,India,<=50K
EMP09187,Bob Lee,23,Self-emp,70904,Masters,10,Separated,Craft-repair,Not-in-family,Other,Female,3365,1766,50,India,>50K
EMP09188,Ali Smith,52,Private,38613,Masters,1,Divorced,Exec-managerial,Husband,Other,Male,2580,3240,46,United-States,>50K
EMP09189,Priya Fernandez,38,Government,25987,Bachelors,14,Married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,4577,2831,25,Philippines,<=50K
EMP09190,Alice Fernandez,35,Private,10722,Masters,8,Separated,Sales,Wife,Other,Female,3702,1580,28,India,<=50K
EMP09191,Tom Fernandez,45,Self-emp,17936,Doctorate,1,Never-married,Sales,Not-in-family,Other,Female,8771,2095,52,Philippines,<=50K
EMP09192,Raj Brown,52,Unemployed,39792,Masters,14,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,3383,2997,55,United-States,<=50K
EMP09193,Bob Nguyen,40,Private,67711,Doctorate,13,Married,Exec-managerial,Wife,Other,Female,7452,559,21,United-States,>50K
EMP09194,Meena Chen,59,Private,93094,HS-grad,10,Married,Tech-support,Not-in-family,White,Male,5533,4185,22,India,>50K
EMP09195,Raj Singh,24,Government,78749,Assoc,3,Divorced,Exec-managerial,Unmarried,Black,Female,7709,4452,46,United-States,<=50K
EMP09196,Meena Singh,60,Self-emp,73677,Assoc,4,Never-married,Exec-managerial,Not-in-family,White,Male,2644,4581,28,Germany,>50K
EMP09197,Sara Patel,28,Self-emp,77331,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,7363,1770,30,Philippines,<=50K
EMP09198,Eve Fernandez,54,Government,35460,Masters,2,Divorced,Prof-specialty,Own-child,Other,Male,1578,2053,41,India,<=50K
EMP09199,Alice Kumar,21,Government,90970,HS-grad,4,Never-married,Sales,Unmarried,Black,Female,9232,4603,43,Mexico,<=50K
EMP09200,Eve Fernandez,58,Government,26357,Bachelors,8,Separated,Exec-managerial,Husband,Other,Male,3356,1621,24,United-States,<=50K
EMP09201,Bob Nguyen,54,Private,40235,HS-grad,14,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,2869,4921,31,Germany,>50K
EMP09202,Sara Kumar,36,Unemployed,30767,Bachelors,3,Married,Sales,Not-in-family,Asian-Pac-Islander,Male,6809,1230,38,Philippines,>50K
EMP09203,Sara Nguyen,23,Unemployed,67474,Bachelors,13,Separated,Craft-repair,Husband,Black,Female,3104,2906,57,India,>50K
EMP09204,John Nguyen,38,Self-emp,48935,Assoc,5,Married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,7126,498,50,India,>50K
EMP09205,Raj Fernandez,40,Self-emp,51710,Bachelors,11,Separated,Sales,Wife,Asian-Pac-Islander,Male,7192,4158,38,India,>50K
EMP09206,Alice Smith,21,Self-emp,57851,Masters,2,Separated,Craft-repair,Own-child,White,Female,3459,3794,22,Philippines,<=50K
EMP09207,Alice Singh,27,Government,75242,Doctorate,1,Never-married,Exec-managerial,Own-child,Other,Male,9408,1148,59,Philippines,>50K
EMP09208,Bob Patel,60,Unemployed,19563,HS-grad,11,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3964,1948,36,India,<=50K
EMP09209,Ali Kumar,59,Private,55108,HS-grad,9,Married,Tech-support,Unmarried,Asian-Pac-Islander,Male,8802,2064,46,India,>50K
EMP09210,Eve Nguyen,43,Government,18965,Bachelors,4,Divorced,Exec-managerial,Wife,Other,Female,2192,3975,58,Germany,<=50K
EMP09211,Bob Chen,30,Private,97853,Bachelors,8,Never-married,Exec-managerial,Wife,Black,Male,481,495,27,Mexico,<=50K
EMP09212,Bob Smith,57,Unemployed,61819,Assoc,1,Never-married,Sales,Own-child,White,Female,9920,2714,22,Germany,<=50K
EMP09213,Bob Patel,60,Unemployed,91797,Masters,3,Never-married,Prof-specialty,Unmarried,Other,Female,4822,1810,49,Mexico,>50K
EMP09214,Priya Fernandez,40,Government,52627,Masters,4,Separated,Exec-managerial,Own-child,Black,Female,7663,287,32,Mexico,>50K
EMP09215,Eve Smith,49,Self-emp,48986,Doctorate,9,Never-married,Exec-managerial,Unmarried,White,Female,1432,580,58,India,>50K
EMP09216,Meena Singh,33,Government,33521,Doctorate,14,Separated,Sales,Husband,Asian-Pac-Islander,Male,2379,2344,29,Germany,<=50K
EMP09217,Eve Chen,22,Private,60840,Bachelors,14,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,8307,2359,57,Philippines,<=50K
EMP09218,Raj Fernandez,34,Unemployed,77373,Bachelors,3,Never-married,Craft-repair,Unmarried,Black,Female,6268,1109,50,Mexico,>50K
EMP09219,Priya Singh,46,Self-emp,87583,HS-grad,11,Never-married,Sales,Own-child,White,Female,7112,3821,41,United-States,>50K
EMP09220,Raj Kumar,42,Self-emp,77441,Bachelors,6,Married,Tech-support,Wife,Other,Male,2361,2331,47,Mexico,<=50K
EMP09221,Raj Garcia,53,Unemployed,26344,Bachelors,3,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,4491,296,42,Germany,>50K
EMP09222,Bob Fernandez,24,Self-emp,81525,Assoc,12,Married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,8278,113,57,India,>50K
EMP09223,Tom Lee,44,Government,91560,HS-grad,11,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,3480,2837,56,Mexico,>50K
EMP09224,John Kumar,23,Self-emp,41200,Masters,7,Divorced,Sales,Wife,Black,Male,711,3386,36,Mexico,<=50K
EMP09225,Meena Singh,50,Self-emp,70013,Masters,14,Separated,Exec-managerial,Own-child,White,Male,2469,4723,50,Germany,>50K
EMP09226,Raj Garcia,47,Unemployed,42514,Doctorate,8,Never-married,Tech-support,Own-child,Black,Female,7565,4782,36,Germany,<=50K
EMP09227,Ali Singh,31,Private,85292,Doctorate,9,Never-married,Tech-support,Husband,Asian-Pac-Islander,Male,5212,721,30,India,>50K
EMP09228,Tom Lee,28,Self-emp,35857,Doctorate,10,Married,Sales,Not-in-family,Black,Female,9615,4413,26,Mexico,>50K
EMP09229,Bob Lee,59,Government,16047,HS-grad,4,Separated,Prof-specialty,Unmarried,Other,Male,6123,211,57,Philippines,<=50K
EMP09230,Tom Brown,40,Self-emp,94388,Assoc,11,Separated,Sales,Unmarried,White,Female,3554,2459,47,United-States,>50K
EMP09231,Raj Lee,43,Private,68880,Assoc,14,Married,Sales,Unmarried,White,Male,7048,2896,20,India,>50K
EMP09232,Ali Lee,38,Private,53588,HS-grad,1,Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,5441,4705,32,Philippines,>50K
EMP09233,Alice Lee,47,Unemployed,82551,Doctorate,12,Never-married,Sales,Unmarried,Other,Male,4149,3614,45,Philippines,<=50K
EMP09234,Raj Fernandez,34,Self-emp,82162,Doctorate,14,Never-married,Prof-specialty,Own-child,Other,Female,1035,3510,44,Mexico,<=50K
EMP09235,Tom Garcia,55,Government,20304,Bachelors,3,Never-married,Craft-repair,Not-in-family,White,Male,3932,1596,41,United-States,<=50K
EMP09236,Eve Fernandez,38,Government,29747,Bachelors,1,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,4190,4698,36,Philippines,>50K
EMP09237,Bob Patel,22,Self-emp,78370,Assoc,1,Never-married,Prof-specialty,Own-child,Black,Female,9441,1611,27,India,>50K
EMP09238,Priya Patel,45,Self-emp,53311,Doctorate,8,Never-married,Prof-specialty,Own-child,Black,Male,7127,4046,20,Philippines,<=50K
EMP09239,Meena Patel,39,Private,32901,Bachelors,11,Married,Exec-managerial,Own-child,Other,Female,4385,4736,34,Mexico,>50K
EMP09240,John Fernandez,21,Self-emp,96549,Assoc,6,Never-married,Craft-repair,Own-child,White,Female,8405,2481,43,United-States,<=50K
EMP09241,Ali Fernandez,33,Unemployed,74823,Assoc,4,Married,Prof-specialty,Wife,Asian-Pac-Islander,Female,1969,4815,59,Germany,>50K
EMP09242,Alice Brown,54,Self-emp,94678,Bachelors,14,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,4819,3692,42,India,<=50K
EMP09243,Raj Brown,42,Unemployed,85840,HS-grad,6,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,3032,3992,32,India,>50K
EMP09244,Alice Singh,59,Unemployed,36984,Assoc,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,7560,3933,23,Mexico,<=50K
EMP09245,Alice Garcia,39,Unemployed,85186,Assoc,4,Divorced,Craft-repair,Unmarried,White,Female,1654,642,41,Germany,<=50K
EMP09246,Eve Lee,27,Government,96531,Masters,4,Married,Craft-repair,Not-in-family,Black,Male,5072,2921,50,Philippines,>50K
EMP09247,Meena Smith,40,Unemployed,53912,HS-grad,4,Separated,Prof-specialty,Husband,White,Male,7316,831,36,Philippines,<=50K
EMP09248,Priya Smith,36,Unemployed,29017,HS-grad,14,Married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,8897,3803,30,United-States,>50K
EMP09249,Priya Patel,38,Government,27963,Masters,3,Divorced,Tech-support,Unmarried,Black,Female,5581,1753,27,Mexico,<=50K
EMP09250,Tom Nguyen,22,Government,76826,HS-grad,2,Divorced,Sales,Husband,Amer-Indian-Eskimo,Female,9651,2211,54,Mexico,<=50K
EMP09251,John Brown,58,Unemployed,80595,Doctorate,15,Married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,4097,863,40,India,>50K
EMP09252,Tom Singh,31,Self-emp,83169,HS-grad,16,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,5952,1339,26,United-States,>50K
EMP09253,John Patel,24,Private,11638,Doctorate,11,Separated,Sales,Not-in-family,Other,Male,4699,3537,42,India,>50K
EMP09254,Bob Singh,33,Self-emp,43474,Masters,12,Separated,Exec-managerial,Husband,White,Female,8948,2334,45,United-States,<=50K
EMP09255,Priya Fernandez,51,Private,39634,HS-grad,10,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,18,2367,44,Germany,<=50K
EMP09256,Meena Kumar,60,Government,30696,Doctorate,16,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,7818,4982,60,Mexico,<=50K
EMP09257,Priya Brown,31,Government,43728,Masters,1,Divorced,Sales,Husband,Other,Male,9022,3540,35,Philippines,<=50K
EMP09258,John Nguyen,42,Government,36390,Assoc,6,Separated,Tech-support,Wife,White,Female,2073,3147,38,Philippines,>50K
EMP09259,Ali Smith,58,Private,52509,Bachelors,15,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,8811,3077,53,Germany,<=50K
EMP09260,Ali Nguyen,56,Private,38391,Masters,12,Married,Exec-managerial,Unmarried,Black,Female,4811,3816,23,Germany,<=50K
EMP09261,Ali Nguyen,21,Self-emp,89450,Doctorate,14,Separated,Sales,Unmarried,White,Female,1159,4045,23,Philippines,<=50K
EMP09262,Raj Nguyen,37,Government,48739,Bachelors,16,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Female,8017,4353,40,Philippines,>50K
EMP09263,Eve Singh,29,Government,88637,Masters,11,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,8366,3322,43,Germany,>50K
EMP09264,Tom Brown,30,Unemployed,59984,Doctorate,5,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,955,2248,46,Philippines,>50K
EMP09265,Meena Fernandez,44,Government,80860,Doctorate,5,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Male,6401,778,33,Germany,<=50K
EMP09266,Eve Smith,20,Unemployed,61989,HS-grad,8,Separated,Prof-specialty,Not-in-family,Black,Female,7921,3588,40,India,>50K
EMP09267,Ali Patel,44,Unemployed,20471,Assoc,7,Never-married,Tech-support,Not-in-family,Other,Female,4207,2768,34,India,>50K
EMP09268,John Nguyen,33,Unemployed,33817,Masters,3,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,9705,2047,26,Mexico,>50K
EMP09269,Alice Patel,32,Private,76488,HS-grad,10,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,7665,4229,24,India,<=50K
EMP09270,Tom Nguyen,44,Self-emp,57190,Bachelors,1,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Female,8718,59,24,United-States,>50K
EMP09271,John Lee,47,Unemployed,36019,HS-grad,4,Separated,Prof-specialty,Husband,Other,Male,5084,1917,52,India,>50K
EMP09272,Meena Singh,31,Private,55506,Assoc,2,Separated,Exec-managerial,Own-child,Black,Female,659,4842,30,Germany,>50K
EMP09273,Ali Garcia,46,Private,56647,Doctorate,12,Separated,Sales,Unmarried,Black,Male,2562,1418,40,United-States,<=50K
EMP09274,Meena Garcia,44,Private,23336,Bachelors,1,Married,Sales,Not-in-family,White,Female,8546,1241,29,Germany,>50K
EMP09275,Priya Singh,54,Private,41514,Bachelors,12,Married,Sales,Own-child,Black,Female,7946,2438,54,United-States,<=50K
EMP09276,Ali Fernandez,56,Private,69706,HS-grad,16,Separated,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,1271,749,40,Mexico,<=50K
EMP09277,John Lee,55,Private,61667,Doctorate,3,Never-married,Exec-managerial,Not-in-family,White,Male,6963,1426,39,Germany,<=50K
EMP09278,Eve Patel,39,Self-emp,20908,Masters,16,Divorced,Craft-repair,Unmarried,Black,Male,6283,0,20,Germany,>50K
EMP09279,Raj Fernandez,39,Unemployed,83137,Assoc,5,Separated,Prof-specialty,Not-in-family,White,Male,9676,3901,60,United-States,<=50K
EMP09280,Eve Fernandez,57,Government,81444,Bachelors,15,Separated,Craft-repair,Husband,Other,Male,9232,2323,44,Mexico,<=50K
EMP09281,Bob Brown,45,Unemployed,93067,Bachelors,4,Never-married,Craft-repair,Wife,Amer-Indian-Eskimo,Female,7487,2341,24,Mexico,>50K
EMP09282,Tom Smith,23,Unemployed,39248,HS-grad,8,Married,Sales,Own-child,Other,Female,3068,4295,24,Philippines,>50K
EMP09283,Ali Singh,38,Government,49613,Bachelors,11,Divorced,Sales,Wife,White,Female,1632,2729,22,India,<=50K
EMP09284,Ali Garcia,30,Unemployed,21250,Doctorate,7,Never-married,Sales,Unmarried,Other,Male,9626,4992,49,Philippines,<=50K
EMP09285,Bob Chen,21,Unemployed,49681,Doctorate,1,Separated,Exec-managerial,Unmarried,Black,Female,1730,4038,38,United-States,>50K
EMP09286,Alice Singh,20,Self-emp,56420,Bachelors,8,Separated,Tech-support,Wife,Other,Female,2434,2514,28,Philippines,<=50K
EMP09287,Sara Brown,25,Government,93057,HS-grad,12,Divorced,Prof-specialty,Unmarried,Other,Female,2554,3316,38,Germany,>50K
EMP09288,Bob Patel,29,Unemployed,79988,Masters,8,Separated,Exec-managerial,Unmarried,Black,Male,1570,3914,24,Philippines,<=50K
EMP09289,Meena Patel,29,Private,19163,Assoc,12,Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,1766,4231,59,United-States,<=50K
EMP09290,Meena Garcia,60,Private,73497,Bachelors,1,Married,Prof-specialty,Wife,Black,Female,7544,3577,20,India,>50K
EMP09291,Priya Smith,35,Self-emp,31002,Assoc,12,Divorced,Prof-specialty,Wife,Other,Female,9168,124,46,Philippines,<=50K
EMP09292,Bob Fernandez,23,Government,99263,Masters,14,Divorced,Sales,Unmarried,Other,Female,8569,429,20,India,<=50K
EMP09293,John Fernandez,21,Government,28022,Assoc,1,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,3053,1798,46,Philippines,>50K
EMP09294,Tom Kumar,55,Private,56523,Doctorate,2,Married,Tech-support,Unmarried,Black,Male,4706,2349,60,India,<=50K
EMP09295,Sara Chen,26,Unemployed,11819,Masters,7,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,5978,2735,27,United-States,<=50K
EMP09296,Eve Chen,44,Self-emp,96547,Assoc,7,Separated,Craft-repair,Unmarried,Black,Male,2723,4267,30,India,<=50K
EMP09297,Bob Fernandez,28,Unemployed,13902,HS-grad,5,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,1261,2112,58,India,>50K
EMP09298,Meena Lee,58,Private,47816,Assoc,2,Never-married,Tech-support,Own-child,White,Female,26,4327,47,Mexico,>50K
EMP09299,Raj Fernandez,33,Unemployed,99244,HS-grad,2,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Female,9276,3579,35,United-States,<=50K
EMP09300,Ali Patel,46,Unemployed,78357,Doctorate,3,Separated,Tech-support,Wife,Other,Female,4102,4206,54,India,<=50K
EMP09301,Ali Brown,52,Self-emp,44773,Masters,10,Never-married,Sales,Husband,Black,Female,7874,447,33,United-States,<=50K
EMP09302,Priya Patel,30,Unemployed,31619,Assoc,10,Separated,Craft-repair,Unmarried,Black,Female,6078,4515,60,United-States,<=50K
EMP09303,Priya Brown,39,Private,82228,Doctorate,14,Separated,Prof-specialty,Unmarried,Other,Male,6638,1499,20,Mexico,>50K
EMP09304,Eve Patel,57,Government,41272,HS-grad,2,Separated,Prof-specialty,Unmarried,White,Female,9415,1639,34,India,<=50K
EMP09305,Bob Garcia,22,Unemployed,34646,Bachelors,15,Married,Exec-managerial,Not-in-family,White,Male,5329,4000,31,Philippines,>50K
EMP09306,Priya Brown,24,Private,52841,Doctorate,12,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,3683,1712,40,Germany,<=50K
EMP09307,Bob Garcia,42,Unemployed,37611,Masters,15,Divorced,Prof-specialty,Unmarried,Black,Female,3854,1520,54,Philippines,>50K
EMP09308,Ali Garcia,50,Unemployed,74289,Masters,12,Married,Tech-support,Unmarried,White,Female,2310,216,57,India,>50K
EMP09309,Ali Nguyen,46,Private,19577,Bachelors,3,Never-married,Craft-repair,Own-child,White,Female,7407,1045,54,Mexico,>50K
EMP09310,Raj Smith,26,Government,66457,HS-grad,13,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,9714,4175,48,Germany,<=50K
EMP09311,Priya Lee,60,Unemployed,22376,Bachelors,3,Married,Tech-support,Not-in-family,Black,Female,4382,3910,52,United-States,<=50K
EMP09312,Bob Brown,50,Self-emp,95094,Masters,11,Separated,Tech-support,Husband,Other,Male,9592,4048,51,India,<=50K
EMP09313,Alice Singh,43,Self-emp,86010,Bachelors,15,Married,Craft-repair,Own-child,Asian-Pac-Islander,Female,1304,2820,60,India,>50K
EMP09314,Bob Garcia,22,Government,72871,Assoc,13,Married,Tech-support,Unmarried,Asian-Pac-Islander,Male,6940,998,53,Philippines,>50K
EMP09315,Alice Brown,57,Private,44306,Bachelors,16,Never-married,Craft-repair,Unmarried,White,Female,44,1774,26,United-States,<=50K
EMP09316,Bob Patel,46,Self-emp,16302,Bachelors,2,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,2474,2522,47,Germany,>50K
EMP09317,John Brown,42,Government,62981,Doctorate,5,Married,Tech-support,Wife,Asian-Pac-Islander,Female,4291,952,26,United-States,>50K
EMP09318,Eve Fernandez,60,Government,67886,HS-grad,9,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,9036,884,57,Mexico,>50K
EMP09319,John Nguyen,29,Private,73809,Bachelors,14,Never-married,Exec-managerial,Own-child,White,Female,8756,2506,57,Germany,>50K
EMP09320,Alice Nguyen,41,Self-emp,41941,Assoc,13,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,8167,3367,37,Philippines,<=50K
EMP09321,Alice Kumar,42,Private,35702,HS-grad,13,Separated,Prof-specialty,Not-in-family,Other,Female,5681,1645,46,Philippines,>50K
EMP09322,Alice Brown,56,Unemployed,54670,HS-grad,16,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,3609,532,49,Philippines,>50K
EMP09323,Bob Garcia,36,Self-emp,92399,Doctorate,5,Never-married,Exec-managerial,Own-child,Other,Male,4403,1030,43,Philippines,>50K
EMP09324,Tom Chen,31,Unemployed,77617,Doctorate,3,Married,Exec-managerial,Husband,White,Male,8849,199,48,United-States,>50K
EMP09325,Tom Patel,32,Private,16379,Assoc,13,Separated,Prof-specialty,Wife,White,Female,4580,4273,40,Philippines,<=50K
EMP09326,John Nguyen,35,Government,52474,Assoc,15,Separated,Craft-repair,Husband,Asian-Pac-Islander,Male,5307,3384,39,India,>50K
EMP09327,Raj Patel,27,Government,63215,Masters,13,Married,Exec-managerial,Not-in-family,Black,Female,4009,3104,57,Philippines,<=50K
EMP09328,Bob Lee,34,Government,75923,Masters,8,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,273,48,24,Germany,<=50K
EMP09329,Raj Singh,49,Private,46158,Masters,16,Married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,715,431,44,United-States,>50K
EMP09330,Tom Singh,21,Government,93285,Assoc,8,Divorced,Craft-repair,Husband,Other,Female,2475,4308,56,Germany,<=50K
EMP09331,Eve Fernandez,26,Private,67353,Masters,2,Divorced,Craft-repair,Husband,Asian-Pac-Islander,Female,3886,1988,59,United-States,>50K
EMP09332,Ali Kumar,26,Government,15676,Bachelors,15,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,9259,2792,56,United-States,<=50K
EMP09333,Bob Fernandez,35,Unemployed,63779,Bachelors,3,Married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,2886,220,23,Mexico,<=50K
EMP09334,Eve Smith,52,Government,44751,Assoc,11,Married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,6171,2957,59,Mexico,<=50K
EMP09335,Meena Singh,50,Private,84013,HS-grad,4,Divorced,Tech-support,Unmarried,White,Female,3249,1013,26,Mexico,<=50K
